State,PC No,PC Name,Sl no,Candidate,Party,EVM Votes,Postal Votes,Total Votes,Vote Share
Maharashtra,39,Beed,12,DATTA SUDAM GAIKWAD,Independent,2130,-,2130,0.14
Maharashtra,39,Beed,13,SATISH PADMAKAR KAPSE,Independent,2098,1,2099,0.14
Maharashtra,39,Beed,14,KARUNA DHANANJAY MUNDE,Swarajya Shakti Sena,1594,5,1599,0.11
Maharashtra,39,Beed,15,DR. SHRIRAM VITTHALRAO KHALGE,Independent,1512,-,1512,0.1
Maharashtra,39,Beed,16,ADV. GANESH NAVNATHRAO KARANDE,Independent,1506,2,1508,0.1
Maharashtra,39,Beed,17,SHITAL SHIVAJI DHONDRE,Independent,1302,1,1303,0.09
Maharashtra,39,Beed,18,SHAIKH YASHED SHAIKH TAYYAB,Independent,1258,-,1258,0.08
Maharashtra,39,Beed,19,JAWED SALEEM SYED,Tipu Sultan Party,972,6,978,0.06
Maharashtra,39,Beed,20,PRAKASH BHAGWANRAO SOLANKE,Independent,885,1,886,0.06
Maharashtra,39,Beed,21,CHANDRAKANT KUMAR HAJARE,Maharashtra Vikas Aghadi,800,3,803,0.05
Maharashtra,39,Beed,22,SALAUDDIN KHAN PATHAN,Independent,724,-,724,0.05
Maharashtra,39,Beed,23,KASPATE GANESH VYANKATRAO,Independent,719,-,719,0.05
Maharashtra,39,Beed,24,MUBEEN ZUBERI ZAHEER UL AFAQUE,Independent,675,1,676,0.04
Maharashtra,39,Beed,25,WASIM SHAIKH SALIM SHAIKH,Independent,579,1,580,0.04
Maharashtra,39,Beed,26,SHAIKH EJAJ SHAIKH UMAR,Independent,550,-,550,0.04
Maharashtra,39,Beed,27,SHESHERAO CHOKHOBA VEER,Prabuddha Republican Party,537,-,537,0.04
Maharashtra,39,Beed,28,TATE MAHENDRA ASHOK,Ambedkarist Republican Party,531,2,533,0.04
Maharashtra,39,Beed,29,MUSTAFA MAINODDIN SHAIKH,Independent,531,-,531,0.03
Maharashtra,39,Beed,30,SULEMAN KHAIRODDIN MOHMMAD,Independent,522,-,522,0.03
Maharashtra,39,Beed,31,HIDAYAT SADEKH ALI SYED,Independent,448,-,448,0.03
Maharashtra,39,Beed,32,RAJENDRA ACHYUTRAO HOKE,Independent,427,-,427,0.03
Maharashtra,39,Beed,33,ADV. MANIK BANSI AADMANE,Bahujan Republican  Socialist Party,425,1,426,0.03
Maharashtra,39,Beed,34,VACHISHT UDDHAV KUTE,Independent,414,-,414,0.03
Maharashtra,39,Beed,35,ADV. SHARAD BAHINAJI KAMBLE,All India National Raksha Sena,393,3,396,0.03
Maharashtra,39,Beed,36,BHASKAR BANSIDHARRAO KHANDE,Independent,390,-,390,0.03
Maharashtra,39,Beed,37,RAHEMAN BAHODDIN SAYYED,Independent,384,-,384,0.03
Maharashtra,39,Beed,38,LAXMIBAI BAJIRAO MORE,Independent,382,-,382,0.03
Maharashtra,39,Beed,39,SYED MINHAJ ALI,Independent,310,-,310,0.02
Maharashtra,39,Beed,40,SALIM ALLABAKSHA SAYYAD,Independent,238,-,238,0.02
Maharashtra,39,Beed,41,SADEK IBRAHIM SHAIKH,Independent,206,-,206,0.01
Maharashtra,39,Beed,42,NOTA,None of the Above,2068,19,2087,0.14
Maharashtra,40,Osmanabad,1,OMPRAKASH BHUPALSINH ALIAS PAVAN RAJENIMBALKAR,Shiv Sena (Uddhav Balasaheb Thackrey),743597,5155,748752,58.45
Maharashtra,40,Osmanabad,2,ARCHANA RANAJAGJITSINH PATIL,Nationalist Congress Party,416699,2207,418906,32.7
Maharashtra,40,Osmanabad,3,ANDHALKAR BHAUSAHEB RAOSAHEB,Vanchit Bahujan  Aaghadi,33221,181,33402,2.61
Maharashtra,40,Osmanabad,4,GOVARDHAN SUBRAO NIMBALKAR,Independent,18947,19,18966,1.48
Maharashtra,40,Osmanabad,5,DNYANESHWAR NAGANATHRAO KOLI,Samata Party,6459,13,6472,0.51
Maharashtra,40,Osmanabad,6,KAKASAHEB SANDIPAN KHOT,Independent,5707,8,5715,0.45
Maharashtra,40,Osmanabad,7,SANJAYKUMAR BHAGWAT WAGHMARE,Bahujan Samaj Party,5525,90,5615,0.44
Maharashtra,40,Osmanabad,8,KAKA FULCHAND KAMBLE,Independent,4807,4,4811,0.38
Maharashtra,40,Osmanabad,9,RAM HANUMANT SHENDAGE,Independent,3255,8,3263,0.25
Maharashtra,40,Osmanabad,10,UMAJI PANDURANG GAIKWAD,Independent,3089,6,3095,0.24
Maharashtra,40,Osmanabad,11,GORE NETAJI NAGNATH,Desh Janhit Party,2314,22,2336,0.18
Maharashtra,40,Osmanabad,12,HANUMANT LAXMAN BONDAR,Independent,2170,2,2172,0.17
Maharashtra,40,Osmanabad,13,NAVNATH DASHRATH UPALEKAR,Independent,2099,9,2108,0.16
Maharashtra,40,Osmanabad,14,SIDDIK IBRAHIM BAUDIWALE ALIAS GOLABHAI,All India Majlis-E-Ittehadul Muslimeen,2052,8,2060,0.16
Maharashtra,40,Osmanabad,15,ARJUN (DADA) SALGAR,Independent,1923,12,1935,0.15
Maharashtra,40,Osmanabad,16,ARYANRAJE KISANRAO SHINDE,Rashtriya Samaj Dal (R),1852,35,1887,0.15
Maharashtra,40,Osmanabad,17,SHAIKH NAUSHAD IQBAL,Swarajya Shakti Sena,1671,15,1686,0.13
Maharashtra,40,Osmanabad,18,SHAMRAO HARIBHAU PAWAR,Samnak Janta Party,1492,17,1509,0.12
Maharashtra,40,Osmanabad,19,YOGIRAJ ANANTA TAMBE,Independent,1326,10,1336,0.1
Maharashtra,40,Osmanabad,20,SOMNATH NANASAHEB KAMBLE,Independent,1262,6,1268,0.1
Maharashtra,40,Osmanabad,21,BHORE NITIN KHANDU,Independent,1195,9,1204,0.09
Maharashtra,40,Osmanabad,22,MANOHAR ANANDRAO PATIL,Independent,1182,8,1190,0.09
Maharashtra,40,Osmanabad,23,NAVNATH VISHWANATH DUDHAL,Vishva Shakti Party,1123,12,1135,0.09
Maharashtra,40,Osmanabad,24,NITESH SHIVAJI PAWAR,Hindrashtra Sangh,1060,19,1079,0.08
Maharashtra,40,Osmanabad,25,ADV. VISHVJEET VIJAYKUMAR SHINDE,Aadarsh Sangram Party,855,10,865,0.07
Maharashtra,40,Osmanabad,26,SHAYANI NAVANATH JADHAV,Independent,779,3,782,0.06
Maharashtra,40,Osmanabad,27,NITIN NAGNATH GAIKWAD,Independent,729,2,731,0.06
Maharashtra,40,Osmanabad,28,ADV. BHAUSAHEB ANIL BELURE,Independent,675,2,677,0.05
Maharashtra,40,Osmanabad,29,VILAS BHAGWAT GHADGE,Independent,604,6,610,0.05
Maharashtra,40,Osmanabad,30,SAMEERSINGH RAMESHCHANDRA SALVI,Independent,591,3,594,0.05
Maharashtra,40,Osmanabad,31,RAJKUMAR SAHEBRAO PATIL,Independent,589,4,593,0.05
Maharashtra,40,Osmanabad,32,NOTA,None of the Above,4250,48,4298,0.34
Maharashtra,41,Latur,1,DR. KALGE SHIVAJI BANDAPPA,Indian National Congress,607030,1991,609021,49.15
Maharashtra,41,Latur,2,SUDHAKAR TUKARAM SHRANGARE,Bharatiya Janata Party,545240,1900,547140,44.16
Maharashtra,41,Latur,3,NARSINGRAO UDGIRKAR,Vanchit Bahujan  Aaghadi,42104,121,42225,3.41
Maharashtra,41,Latur,4,ATITHI KHANDERAO SURYVANSHI,Swarajya Shakti Sena,5150,28,5178,0.42
Maharashtra,41,Latur,5,ALTE VISHWANATH MAHADEV,Bahujan Samaj Party,5081,40,5121,0.41
Maharashtra,41,Latur,6,KAMANT MACHHINDRA GUNWANTRAO,Bahujan Bharat Party,2249,20,2269,0.18
Maharashtra,41,Latur,7,ABHANG GANGARAM SURYAWANSHI,Independent,2102,-,2102,0.17
Maharashtra,41,Latur,8,DATTU SOPAN NARSINGE,Independent,2000,2,2002,0.16
Maharashtra,41,Latur,9,DEEPAK KEDAR,Independent,1712,14,1726,0.14
Maharashtra,41,Latur,10,UMESH AMBADAS KAMBLE,Independent,1683,8,1691,0.14
Maharashtra,41,Latur,11,BANSODE RAGHUNATH WAGHOJI,Independent,1596,4,1600,0.13
Maharashtra,41,Latur,12,BHARAT HARIBA NANAWARE,Peoples Party of India (Democratic),1442,7,1449,0.12
Maharashtra,41,Latur,13,SHRIKANT BABURAO HOVAL,Bahujan Mukti Party,1380,2,1382,0.11
Maharashtra,41,Latur,14,PRAVIN MADHAV JOHARE,Swarajya Sena (Maharashtra),1268,5,1273,0.1
Maharashtra,41,Latur,15,PANCHSHIL VIKRAM KAMBLE,Independent,1232,9,1241,0.1
Maharashtra,41,Latur,16,SHANKAR HARI TADAKHE,Baliraja Party,1126,2,1128,0.09
Maharashtra,41,Latur,17,AMOL MALU HANMANTE,Independent,1094,5,1099,0.09
Maharashtra,41,Latur,18,ADV. KASBEKAR SHRIDHAR LIMBAJI,Rashtriya Sant Sandesh Party,987,7,994,0.08
Maharashtra,41,Latur,19,BALAJI SHESHRAO BANSODE,Independent,953,1,954,0.08
Maharashtra,41,Latur,20,BHIKAJI GANGARAM JADHAV,Kranti Kari Jai Hind Sena,863,3,866,0.07
Maharashtra,41,Latur,21,VIKAS KONDIBA SHINDE,Maharashtra Vikas Aghadi,793,8,801,0.06
Maharashtra,41,Latur,22,LAKHAN RAJARAM KAMBLE,Rashtriy Bahujan Party,790,5,795,0.06
Maharashtra,41,Latur,23,BALAJI TUKARAM GAIKWAD,Bharat Peoples Sena,679,4,683,0.06
Maharashtra,41,Latur,24,SUDHAKAR TUKARAM SURYAWANSHI,Independent,617,3,620,0.05
Maharashtra,41,Latur,25,PAPITA RAOSAHEB RANDIVE,Independent,576,5,581,0.05
Maharashtra,41,Latur,26,ADV. PRADIP S. CHINCHOLIKAR,Independent,528,5,533,0.04
Maharashtra,41,Latur,27,MUKESH GOVINDRAO GHODAKE,Independent,524,1,525,0.04
Maharashtra,41,Latur,28,PANKAJ GOPALRAO WAKHARADAKAR,Independent,512,1,513,0.04
Maharashtra,41,Latur,29,NOTA,None of the Above,3542,25,3567,0.29
Maharashtra,42,Solapur,1,PRANITI SUSHILKUMAR SHINDE,Indian National Congress,618350,1875,620225,51.49
Maharashtra,42,Solapur,2,RAM VITTHAL SATPUTE,Bharatiya Janata Party,544770,1258,546028,45.33
Maharashtra,42,Solapur,3,AATISH MOHAN BANSODE,Independent,10493,14,10507,0.87
Maharashtra,42,Solapur,4,BABLU SIDRAM GAIKWAD,Bahujan Samaj Party,5236,32,5268,0.44
Maharashtra,42,Solapur,5,SHRIVIDYADURGADEVI MAULAPPA KURANE,Independent,3489,4,3493,0.29
Maharashtra,42,Solapur,6,RAMESH BHIMRAO SHIKHARE,Independent,3146,-,3146,0.26
Maharashtra,42,Solapur,7,PROF DR ARJUN GENA OHOL,Bahujan Mukti Party,2651,3,2654,0.22
Maharashtra,42,Solapur,8,BHANTENAAGAMURTI MOULAPPA KURANE,Independent,1547,7,1554,0.13
Maharashtra,42,Solapur,9,SUNILKUMAR TUKARAM SHINDE,Independent,1478,2,1480,0.12
Maharashtra,42,Solapur,10,YUGANDHAR CHANDRAKANT THOKALE,Peoples Party of India (Democratic),1125,-,1125,0.09
Maharashtra,42,Solapur,11,PARMESHWAR PANDURANG GEJAGE,Independent,885,1,886,0.07
Maharashtra,42,Solapur,12,ADV VIKRAM UTTAM KASABE,Independent,843,3,846,0.07
Maharashtra,42,Solapur,13,UGHADE VIJAYKUMAR BHAGWAN,Independent,832,1,833,0.07
Maharashtra,42,Solapur,14,KUMAR CHANDRAKANT LONDHE,Baliraja Party,678,1,679,0.06
Maharashtra,42,Solapur,15,KRISHNA NAGNATH BHISE,Independent,561,1,562,0.05
Maharashtra,42,Solapur,16,ANNA SUKHADEV MASKE,Independent,496,5,501,0.04
Maharashtra,42,Solapur,17,MAHASIDDHA TUKARAM GAYAKWAD,Independent,406,3,409,0.03
Maharashtra,42,Solapur,18,SUDARSHAN RAYCHAND KHANDARE,Independent,400,1,401,0.03
Maharashtra,42,Solapur,19,SONAVANE SHIVAJI CHANDRAKANT,Independent,394,-,394,0.03
Maharashtra,42,Solapur,20,SACHIN SHAHU MASKE,Independent,389,-,389,0.03
Maharashtra,42,Solapur,21,PROF. DR. SUBHASH KHANDERAO GAIKWAD,Independent,379,1,380,0.03
Maharashtra,42,Solapur,22,NOTA,None of the Above,2713,12,2725,0.23
Maharashtra,43,Madha,1,MOHITE-PATIL DHAIRYASHEEL RAJSINH,Nationalist Congress Party – Sharadchandra Pawar,618566,3647,622213,48.86
Maharashtra,43,Madha,2,RANJEETSINGH HINDURAO NAIK NIMBALKAR,Bharatiya Janata Party,499171,2205,501376,39.37
Maharashtra,43,Madha,3,ER. RAMCHANDRA MAYAPPA GHUTUKADE,New Rashtriya Samaj Party,58344,77,58421,4.59
Maharashtra,43,Madha,4,BARASKAR RAMESH NAGNATH,Vanchit Bahujan  Aaghadi,20519,85,20604,1.62
Maharashtra,43,Madha,5,JANKAR SWARUP DADA,Bahujan Samaj Party,7036,58,7094,0.56
Maharashtra,43,Madha,6,HAKE LAXMAN SOPAN,Independent,5083,51,5134,0.4
Maharashtra,43,Madha,7,SITARAM VITTHAL RANDIVE,Independent,4980,6,4986,0.39
Maharashtra,43,Madha,8,DHANAJI SHRIPATI MASKE,Independent,4433,-,4433,0.35
Maharashtra,43,Madha,9,BICHUKALE SANTOSH BALASAHEB,Republican Party of India (A),4039,7,4046,0.32
Maharashtra,43,Madha,10,SAWANT RAHUL SHASHIKANT,Independent,3903,6,3909,0.31
Maharashtra,43,Madha,11,AWARE SIDDHESHWAR BHARAT,All India Forward Bloc,3058,9,3067,0.24
Maharashtra,43,Madha,12,HANUMANT NARAYAN MANE,Independent,2862,2,2864,0.22
Maharashtra,43,Madha,13,NANDU SAMBHAJI MORE,Independent,2686,1,2687,0.21
Maharashtra,43,Madha,14,NAVANATH BIRA MADANE,Independent,2434,1,2435,0.19
Maharashtra,43,Madha,15,GIRISH PRABHAKAR SHETE,Independent,2380,3,2383,0.19
Maharashtra,43,Madha,16,ADV. JORE SACHIN BHASKAR,Independent,2344,3,2347,0.18
Maharashtra,43,Madha,17,NANASAHEB RAMHARI YADAV,Independent,2213,1,2214,0.17
Maharashtra,43,Madha,18,KIRAN TANAJI SATHE,Independent,2167,8,2175,0.17
Maharashtra,43,Madha,19,BHAUSAHEB SUKHADEV LIGADE,Independent,2034,18,2052,0.16
Maharashtra,43,Madha,20,ER. BALIRAM SUKHADEV MORE,Independent,1952,1,1953,0.15
Maharashtra,43,Madha,21,KHARAT SANDIP JANARADHAN,Independent,1746,9,1755,0.14
Maharashtra,43,Madha,22,NARAYAN TATOBA KALEL,Independent,1557,3,1560,0.12
Maharashtra,43,Madha,23,KASHINATH KISAN DEOKATE,Independent,1276,3,1279,0.1
Maharashtra,43,Madha,24,GOPAL YESHVANT JADHAV,Bharatheeya Jawan Kisan Party,1273,16,1289,0.1
Maharashtra,43,Madha,25,SATYAWAN VIJAY OMBASE,Swarajya Sena (Maharashtra),1254,6,1260,0.1
Maharashtra,43,Madha,26,SITAPURE VINOD DILIP,Independent,1190,1,1191,0.09
Maharashtra,43,Madha,27,ASHOK DNYANDEV WAGHMODE,Independent,984,5,989,0.08
Maharashtra,43,Madha,28,ANIL BHAGAVAN SHEDAGE,Independent,977,5,982,0.08
Maharashtra,43,Madha,29,AMOL MADHUKAR KARADE,Independent,900,3,903,0.07
Maharashtra,43,Madha,30,RASHID ISMAIL SHAIKH,Independent,842,1,843,0.07
Maharashtra,43,Madha,31,MORE ROHIT RAMKRUSHNA,Independent,669,2,671,0.05
Maharashtra,43,Madha,32,SARADE GANESH NAVNATH,Independent,598,3,601,0.05
Maharashtra,43,Madha,33,NOTA,None of the Above,3655,47,3702,0.29
Maharashtra,44,Sangli,1,VISHAL (DADA) PRAKASHBAPU PATIL,Independent,569651,2015,571666,48.91
Maharashtra,44,Sangli,2,SANJAY (KAKA) PATIL,Bharatiya Janata Party,469392,2221,471613,40.35
Maharashtra,44,Sangli,3,CHANDRAHAR SUBHASH PATIL,Shiv Sena (Uddhav Balasaheb Thackrey),60115,745,60860,5.21
Maharashtra,44,Sangli,4,ALLAUDDIN HAYATCHAND KAZI,Independent,9269,13,9282,0.79
Maharashtra,44,Sangli,5,PRAKASH SHIVAJIRAO SHENDGE,Independent,8150,101,8251,0.71
Maharashtra,44,Sangli,6,PANDURANG RAOSAHEB BHOSALE,Bharatheeya Jawan Kisan Party,5518,47,5565,0.48
Maharashtra,44,Sangli,7,TIPUSULATAN SIKANDAR PATAVEGAR,Bahujan Samaj Party,5502,58,5560,0.48
Maharashtra,44,Sangli,8,MAHESH YASHWANT KHARADE,Swabhimani Paksha,5491,30,5521,0.47
Maharashtra,44,Sangli,9,RAVINDRA CHANDAR SOLANKAR,Independent,3649,9,3658,0.31
Maharashtra,44,Sangli,10,ANAND SHANKAR NALAGE,Baliraja Party,3531,9,3540,0.3
Maharashtra,44,Sangli,11,SHASHIKANT GAUTAM DESHMUKH,Independent,3143,12,3155,0.27
Maharashtra,44,Sangli,12,SATISH LALITA KRISHNA KADAM,Hindustan Janta Party,2851,8,2859,0.24
Maharashtra,44,Sangli,13,SUWARNATAI SUDHAKAR GAYAKWAD,Independent,1925,12,1937,0.17
Maharashtra,44,Sangli,14,DATTATRAY PANDIT PATIL,Independent,1468,1,1469,0.13
Maharashtra,44,Sangli,15,TOUHID ILAHI MOMIN,Independent,1460,-,1460,0.12
Maharashtra,44,Sangli,16,AJIT DHANAJI KHANDARE,Independent,1380,18,1398,0.12
Maharashtra,44,Sangli,17,BANDAGAR NANASO BALASO,Independent,1292,8,1300,0.11
Maharashtra,44,Sangli,18,JALINDAR MACHINDRA THOMAKE,Independent,1257,3,1260,0.11
Maharashtra,44,Sangli,19,SANGRAM RAJARAM MORE,Independent,1004,7,1011,0.09
Maharashtra,44,Sangli,20,DR AKASH VHATKAR,Independent,803,11,814,0.07
Maharashtra,44,Sangli,21,NOTA,None of the Above,6512,53,6565,0.56
Maharashtra,45,Satara,1,SHRIMANT CHH UDAYANRAJE PRATAPSINHAMAHARAJ BHONSLE,Bharatiya Janata Party,568749,2385,571134,47.67
Maharashtra,45,Satara,2,SHASHIKANT JAYVANTRAO SHINDE,Nationalist Congress Party – Sharadchandra Pawar,536475,1888,538363,44.94
Maharashtra,45,Satara,3,GADE SANJAY KONDIBA,Independent,37035,27,37062,3.09
Maharashtra,45,Satara,4,KADAM PRASHANT RAGHUNATH,Vanchit Bahujan  Aaghadi,11878,34,11912,0.99
Maharashtra,45,Satara,5,ANAND RAMESH THORWADE,Bahujan Samaj Party,6432,53,6485,0.54
Maharashtra,45,Satara,6,KORDE SURESHRAO DINKAR,Independent,4699,13,4712,0.39
Maharashtra,45,Satara,7,MARUTI DHONDIRAM JANKAR,Independent,3944,7,3951,0.33
Maharashtra,45,Satara,8,SEEMA SUNIL POTDAR,Independent,3458,-,3458,0.29
Maharashtra,45,Satara,9,VISHWAJIT PATIL UNDALKAR,Independent,3432,6,3438,0.29
Maharashtra,45,Satara,10,NIVRUTTI KERU SHINDE,Independent,2666,8,2674,0.22
Maharashtra,45,Satara,11,SAYAJI GANPAT WAGHMARE,Bahujan Republican  Socialist Party,2490,11,2501,0.21
Maharashtra,45,Satara,12,SACHIN SUBHASH MAHAJAN,Independent,2010,5,2015,0.17
Maharashtra,45,Satara,13,DR ABHIJEET WAMANRAO AWADE BICHUKALE,Independent,1388,7,1395,0.12
Maharashtra,45,Satara,14,TUSHAR VIJAY MOTLING,Bahujan Mukti Party,1296,5,1301,0.11
Maharashtra,45,Satara,15,PRATIBHA SHELAR,Independent,1104,19,1123,0.09
Maharashtra,45,Satara,16,BAGAL SADASHIV SAHEBRAO,Independent,955,3,958,0.08
Maharashtra,45,Satara,17,NOTA,None of the Above,5476,46,5522,0.46
Maharashtra,46,Ratnagiri- Sindhudurg,1,NARAYAN TATU RANE,Bharatiya Janata Party,445339,3175,448514,49.07
Maharashtra,46,Ratnagiri- Sindhudurg,2,VINAYAK BHAURAO RAUT,Shiv Sena (Uddhav Balasaheb Thackrey),396524,4132,400656,43.83
Maharashtra,46,Ratnagiri- Sindhudurg,3,VINAYAK LAVU RAUT,Independent,15769,57,15826,1.73
Maharashtra,46,Ratnagiri- Sindhudurg,4,MARUTI RAMACHANDRA JOSHI,Vanchit Bahujan  Aaghadi,9873,166,10039,1.1
Maharashtra,46,Ratnagiri- Sindhudurg,5,AAYARE RAJENDRA LAHU,Bahujan Samaj Party,7796,60,7856,0.86
Maharashtra,46,Ratnagiri- Sindhudurg,6,SHAKIL SAWANT,Independent,6373,22,6395,0.7
Maharashtra,46,Ratnagiri- Sindhudurg,7,TAMBADE AMRUT ANANT (RAJAPURKAR),Independent,5563,19,5582,0.61
Maharashtra,46,Ratnagiri- Sindhudurg,8,ASHOK GANGARAM PAWAR,Bahujan Mukti Party,5244,36,5280,0.58
Maharashtra,46,Ratnagiri- Sindhudurg,9,SURESH GOVINDRAO SHINDE,Sainik Samaj Party,2209,38,2247,0.25
Maharashtra,46,Ratnagiri- Sindhudurg,10,NOTA,None of the Above,11516,127,11643,1.27
Maharashtra,47,Kolhapur,1,CHHATRAPATI SHAHU SHAHAJI,Indian National Congress,750323,4199,754522,54.15
Maharashtra,47,Kolhapur,2,SANJAY SADASHIVRAO MANDLIK,Shiv Sena,597014,2544,599558,43.03
Maharashtra,47,Kolhapur,3,SANJAY BHIKAJI MAGADE,Bahujan Samaj Party,3946,56,4002,0.29
Maharashtra,47,Kolhapur,4,MUSHTAK AJIJ MULLA,Independent,3822,2,3824,0.27
Maharashtra,47,Kolhapur,5,MADHURI RAJU JADHAV,Independent,3503,5,3508,0.25
Maharashtra,47,Kolhapur,6,KHADE BAJIRAO NANASO,Independent,3497,15,3512,0.25
Maharashtra,47,Kolhapur,7,KRUSHNABAI DIPAK CHOUGALE,Independent,3045,18,3063,0.22
Maharashtra,47,Kolhapur,8,KOGALE SANDEEP BHAIRAVNATH,Desh Janhit Party,2952,23,2975,0.21
Maharashtra,47,Kolhapur,9,ADV. YASH SUHAS HEGDEPATIL,Independent,2457,2,2459,0.18
Maharashtra,47,Kolhapur,10,NAGNATH PUNDALIK BENAKE,Independent,1215,12,1227,0.09
Maharashtra,47,Kolhapur,11,RAJANDARA BALASO KOLI,Independent,1029,15,1044,0.07
Maharashtra,47,Kolhapur,12,B. T. PATIL (EX SERVICEMAN),Bharatheeya Jawan Kisan Party,1011,96,1107,0.08
Maharashtra,47,Kolhapur,13,SUBHASH VAIJU DESAI,Independent,847,2,849,0.06
Maharashtra,47,Kolhapur,14,MANGESH JAYSINGH PATIL,Independent,647,6,653,0.05
Maharashtra,47,Kolhapur,15,SHASHIBHUSHAN JEEVANRAO DESAI,Akhil Bharat Hindu Mahasabha,636,15,651,0.05
Maharashtra,47,Kolhapur,16,SANTOSH GANPATI BISURE,Apni Prajahit Party,635,4,639,0.05
Maharashtra,47,Kolhapur,17,DR. SUNIL NAMDEV PATIL,National Black Panther Party,626,7,633,0.05
Maharashtra,47,Kolhapur,18,KRUSHNA HANMANT DESAI,Independent,602,2,604,0.04
Maharashtra,47,Kolhapur,19,IRFAN ABUTALIB CHAND,Independent,595,2,597,0.04
Maharashtra,47,Kolhapur,20,MANE ARVIND BHIVA,Bhartiya Rashtriya Dal,558,12,570,0.04
Maharashtra,47,Kolhapur,21,SANDEEP GUNDOPANT SANKPAL,Independent,541,3,544,0.04
Maharashtra,47,Kolhapur,22,KUDARTULLA ADAM LATIF,Independent,465,2,467,0.03
Maharashtra,47,Kolhapur,23,SALIM NURMUHAMAD BAGWAN,Independent,334,1,335,0.02
Maharashtra,47,Kolhapur,24,NOTA,None of the Above,5932,51,5983,0.43
Maharashtra,48,Hatkanangale,1,DHAIRYASHEEL SAMBHAJIRAO MANE,Shiv Sena,518334,1856,520190,40.14
Maharashtra,48,Hatkanangale,2,SATYAJEET BABASAHEB PATIL (AABA) SARUDKAR,Shiv Sena (Uddhav Balasaheb Thackrey),504181,2583,506764,39.1
Maharashtra,48,Hatkanangale,3,RAJU SHETTI,Swabhimani Paksha,178866,984,179850,13.88
Maharashtra,48,Hatkanangale,4,D. C. PATIL DADASAHEB / DADGONDA CHAVGONDA PATIL,Vanchit Bahujan  Aaghadi,32591,105,32696,2.52
Maharashtra,48,Hatkanangale,5,ASLAM AINODIN MULLA,Independent,6107,4,6111,0.47
Maharashtra,48,Hatkanangale,6,ANANDRAO VASANTRAO SARNAIK (FOUJI BAPU),Independent,4944,11,4955,0.38
Maharashtra,48,Hatkanangale,7,TANDALE LAXMAN SHIVAJI,Independent,4788,1,4789,0.37
Maharashtra,48,Hatkanangale,8,PROF. PARASHURAM MANE,Independent,4467,10,4477,0.35
Maharashtra,48,Hatkanangale,9,KAMBLE RAVINDRA TUKARAM,Bahujan Samaj Party,3968,65,4033,0.31
Maharashtra,48,Hatkanangale,10,SATYAJEET PATIL (AABA),Independent,3602,30,3632,0.28
Maharashtra,48,Hatkanangale,11,ANANDRAO TUKARAM THORAT,Independent,3497,2,3499,0.27
Maharashtra,48,Hatkanangale,12,IMRAN IQBAL KHATIB,Bahujan Mukti Party,3172,18,3190,0.25
Maharashtra,48,Hatkanangale,13,RAGHUNATHDADA PATIL,Bharatheeya Jawan Kisan Party,2146,28,2174,0.17
Maharashtra,48,Hatkanangale,14,JAVED SIKANDAR MUJAVAR,Independent,1849,3,1852,0.14
Maharashtra,48,Hatkanangale,15,SANTOSH KERBA KHOT,Kamgaar Kisan Party,1697,4,1701,0.13
Maharashtra,48,Hatkanangale,16,DR. ISHWAR MAHADEV YAMGAR,Bharatiya Lokshakti Party,1520,17,1537,0.12
Maharashtra,48,Hatkanangale,17,SHIVAJI DHONDIRAM SANKPAL,Independent,1390,2,1392,0.11
Maharashtra,48,Hatkanangale,18,SHARAD BABURAO PATIL,National Black Panther Party,1356,5,1361,0.11
Maharashtra,48,Hatkanangale,19,MANOHAR PRADIP SATPUTE,Independent,1063,3,1066,0.08
Maharashtra,48,Hatkanangale,20,DHANAJI JAGANNATH GURAV (SHIVAREKAR),Lokrajya Janata Party,1054,7,1061,0.08
Maharashtra,48,Hatkanangale,21,DAVARI LAXMAN SHRIPATI,Independent,1004,5,1009,0.08
Maharashtra,48,Hatkanangale,22,RAJENDRA BHIMRAO MANE,Independent,935,5,940,0.07
Maharashtra,48,Hatkanangale,23,DINAKARRAO TULSHIDAS CHAVAN (PATIL),All India Forward Bloc,674,5,679,0.05
Maharashtra,48,Hatkanangale,24,RAMCHANDRA GOVINDRAO SALUNKHE,Independent,618,-,618,0.05
Maharashtra,48,Hatkanangale,25,MOHITE DEVENDRA NANA,Independent,559,1,560,0.04
Maharashtra,48,Hatkanangale,26,MANE ARVIND BHIVA,Independent,422,2,424,0.03
Maharashtra,48,Hatkanangale,27,MAHAMMAD MUBARAK DARAVESHI,Independent,360,1,361,0.03
Maharashtra,48,Hatkanangale,28,NOTA,None of the Above,5027,76,5103,0.39
Manipur,1,Inner Manipur,1,ANGOMCHA BIMOL AKOIJAM,Indian National Congress,370678,3339,374017,46.93
Manipur,1,Inner Manipur,2,THOUNAOJAM BASANTA KUMAR SINGH,Bharatiya Janata Party,262217,1999,264216,33.16
Manipur,1,Inner Manipur,3,MAHESHWAR THOUNAOJAM,Republican Party of India (Athawale),134308,1332,135640,17.02
Manipur,1,Inner Manipur,4,RAJKUMAR SOMENDRO SINGH,Independent,12892,158,13050,1.64
Manipur,1,Inner Manipur,5,MOIRANGTHEM TOTOMSHANA NONGSHABA,Independent,4831,50,4881,0.61
Manipur,1,Inner Manipur,6,HAORUNGBAM SARAT SINGH,Independent,1279,17,1296,0.16
Manipur,1,Inner Manipur,7,NOTA,None of the Above,3707,90,3797,0.48
